0,175,8,1,175
1,175,8,0,175
2,175,8,1,175
3,175,8,0,175
4,175,8,1,175
5,175,8,0,175
6,175,8,2,175
7,175,8,0,175
8,175,8,2,175
9,175,8,0,175
10,175,8,2,175
11,175,8,0,175
12,175,8,3,175
13,175,8,0,175
14,175,8,3,175
15,175,8,0,175
16,175,8,3,175
17,175,8,0,175
18,175,8,1,175
19,175,8,0,175
20,175,8,1,175
21,175,8,0,175
22,175,8,1,175
23,175,8,0,175
24,175,8,2,175
25,175,8,0,175
26,175,8,2,175
27,175,8,0,175
28,175,8,2,175
29,175,8,0,175
30,175,8,3,175
31,175,8,0,175
32,175,8,3,175
33,175,8,0,175
34,175,8,3,175
35,175,8,0,175
36,175,8,2,175
37,175,8,0,175
38,175,8,2,175
39,175,8,0,175
40,175,8,2,175
41,175,8,0,175
42,175,8,2,175
43,175,8,0,175
44,175,8,1,175
45,175,8,0,175
46,175,8,1,175
47,175,8,0,175
48,175,8,1,175
49,175,8,0,175
50,175,8,0,175
51,175,8,0,175
52,175,8,0,175
53,175,8,0,175
54,175,8,0,175
55,175,8,0,175
56,175,8,0,175
57,175,8,0,175
58,175,8,0,175
59,175,8,0,175
60,175,8,0,175
61,175,8,0,175
62,175,8,0,175
63,175,8,128,175
64,175,8,0,175
65,175,8,0,175
66,171,8,0,171
67,171,8,0,171
68,167,8,0,167
69,159,8,0,159
70,151,8,0,151
71,143,8,0,143
72,131,8,0,131
73,119,8,0,119
74,111,8,0,111
75,103,8,0,103
76,91,8,0,91
77,71,8,0,71
78,63,8,0,63
79,47,8,0,47
80,51,8,0,51
81,51,8,0,51
82,59,8,0,59
83,63,8,0,63
84,75,8,0,75
85,87,8,0,87
86,87,8,0,87
87,99,8,0,99
88,103,8,0,103
89,115,8,0,115
90,131,8,0,131
91,147,8,2,147
92,151,8,0,151
93,151,8,0,151
94,151,8,0,151
95,151,8,0,151
96,155,8,0,155
97,155,8,0,155
98,159,8,0,159
99,167,8,0,167
100,167,8,0,167
101,167,8,0,167
102,167,8,0,167
103,167,8,1,167
104,171,8,0,167
105,171,8,0,171
106,171,8,0,171
107,171,8,0,171
108,171,8,2,171
109,171,8,0,171
110,171,8,0,171
111,171,8,0,171
112,171,8,0,171
113,171,8,0,171
114,171,8,0,171
115,167,8,0,167
116,167,8,0,167
117,167,8,0,167
118,167,8,2,167
119,163,8,0,163
120,163,8,0,163
121,163,8,0,163
122,163,8,3,163
123,163,8,0,163
124,163,8,0,163
125,163,8,0,163
126,163,8,0,163
127,163,8,2,163
128,163,8,0,163
129,163,8,0,163
130,163,8,0,163
131,163,8,0,163
132,163,8,2,163
133,151,8,0,151
134,151,8,0,151
135,151,8,0,151
136,151,8,0,151
137,147,8,0,147
138,151,8,0,151
139,151,8,0,151
140,151,8,0,151
141,155,8,0,155
142,155,8,2,155
143,163,8,0,163
144,163,8,0,163
